"date","state","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","abb"
2021-02-19,"Virginia",13.52,5.39,"VA"
2021-02-20,"Virginia",13.62,5.59,"VA"
2021-02-21,"Virginia",13.74,5.87,"VA"
2021-02-22,"Virginia",13.97,6.15,"VA"
2021-02-23,"Virginia",14.14,6.34,"VA"
2021-02-24,"Virginia",14.33,6.59,"VA"
2021-02-25,"Virginia",14.53,6.92,"VA"
2021-02-26,"Virginia",14.85,7.46,"VA"
2021-02-27,"Virginia",15.43,7.83,"VA"
2021-02-28,"Virginia",15.81,8.45,"VA"
2021-03-01,"Virginia",16.17,8.68,"VA"
2021-03-02,"Virginia",16.43,8.82,"VA"
2021-03-03,"Virginia",16.77,9.06,"VA"
2021-03-04,"Virginia",17.22,9.36,"VA"
2021-03-05,"Virginia",17.61,9.65,"VA"
2021-03-06,"Virginia",17.96,9.89,"VA"
2021-03-07,"Virginia",18.37,10.12,"VA"
2021-03-08,"Virginia",18.65,10.42,"VA"
2021-03-09,"Virginia",19.25,10.75,"VA"
2021-03-10,"Virginia",19.73,11.13,"VA"
2021-03-11,"Virginia",20.28,11.55,"VA"
2021-03-12,"Virginia",20.82,11.91,"VA"
2021-03-13,"Virginia",21.41,12.27,"VA"
2021-03-14,"Virginia",21.93,12.5,"VA"
2021-03-15,"Virginia",22.42,12.75,"VA"
2021-03-16,"Virginia",22.71,12.93,"VA"
2021-03-17,"Virginia",23.06,13.08,"VA"
2021-03-18,"Virginia",23.61,13.31,"VA"
2021-03-19,"Virginia",24.23,13.59,"VA"
2021-03-20,"Virginia",24.94,13.81,"VA"
2021-03-21,"Virginia",25.47,14.08,"VA"
2021-03-22,"Virginia",25.83,14.34,"VA"
2021-03-23,"Virginia",26.05,14.45,"VA"
2021-03-24,"Virginia",26.7,14.75,"VA"
2021-03-25,"Virginia",27.2,14.97,"VA"
2021-03-26,"Virginia",27.87,15.32,"VA"
2021-03-27,"Virginia",28.32,15.51,"VA"
2021-03-28,"Virginia",29.21,15.93,"VA"
2021-03-29,"Virginia",29.91,16.25,"VA"
2021-03-30,"Virginia",30.7,16.74,"VA"
2021-03-31,"Virginia",31.3,17.07,"VA"
2021-04-01,"Virginia",31.93,17.46,"VA"
2021-04-02,"Virginia",32.77,17.97,"VA"
2021-04-03,"Virginia",33.66,18.59,"VA"
2021-04-04,"Virginia",34.48,19.23,"VA"
2021-04-05,"Virginia",34.86,19.53,"VA"
2021-04-06,"Virginia",35.18,19.85,"VA"
2021-04-07,"Virginia",35.71,20.27,"VA"
2021-04-08,"Virginia",36.28,20.73,"VA"
2021-04-09,"Virginia",37.06,21.28,"VA"
2021-04-10,"Virginia",37.85,21.96,"VA"
2021-04-11,"Virginia",38.6,22.65,"VA"
2021-04-12,"Virginia",39,22.97,"VA"
2021-01-12,"Washington",2.13,0.23,"WA"
2021-01-13,"Washington",2.23,0.3,"WA"
2021-01-14,"Washington",2.46,NA,"WA"
2021-01-15,"Washington",2.64,0.41,"WA"
2021-01-16,"Washington",NA,NA,"WA"
2021-01-17,"Washington",NA,NA,"WA"
2021-01-18,"Washington",NA,NA,"WA"
2021-01-19,"Washington",3.49,0.59,"WA"
2021-01-20,"Washington",3.76,0.65,"WA"
2021-01-21,"Washington",4.03,0.73,"WA"
2021-01-22,"Washington",4.34,0.82,"WA"
2021-01-23,"Washington",4.72,0.88,"WA"
2021-01-24,"Washington",4.86,0.9,"WA"
2021-01-25,"Washington",5.31,0.97,"WA"
2021-01-26,"Washington",5.53,1,"WA"
2021-01-27,"Washington",5.8,1.07,"WA"
2021-01-28,"Washington",6.15,1.2,"WA"
2021-01-29,"Washington",6.51,1.31,"WA"
2021-01-30,"Washington",6.89,1.42,"WA"
2021-01-31,"Washington",7.29,1.54,"WA"
2021-02-01,"Washington",7.65,1.66,"WA"
2021-02-02,"Washington",7.87,1.72,"WA"
2021-02-03,"Washington",8.09,1.81,"WA"
2021-02-04,"Washington",8.38,1.94,"WA"
2021-02-05,"Washington",8.65,2.07,"WA"
2021-02-06,"Washington",8.99,2.25,"WA"
2021-02-07,"Washington",9.31,2.41,"WA"
2021-02-08,"Washington",9.61,2.54,"WA"
2021-02-09,"Washington",9.72,2.61,"WA"
2021-02-10,"Washington",10.25,2.83,"WA"
2021-02-11,"Washington",10.47,3.01,"WA"
2021-02-12,"Washington",10.76,3.25,"WA"
2021-02-13,"Washington",11.09,3.46,"WA"
2021-02-14,"Washington",11.44,3.7,"WA"
2021-02-15,"Washington",NA,NA,"WA"
2021-02-16,"Washington",11.69,3.9,"WA"
2021-02-17,"Washington",11.8,4.11,"WA"
2021-02-18,"Washington",12,4.3,"WA"
2021-02-19,"Washington",12.9,4.79,"WA"
2021-02-20,"Washington",13.16,5.12,"WA"
2021-02-21,"Washington",13.35,5.4,"WA"
2021-02-22,"Washington",13.54,5.73,"WA"
2021-02-23,"Washington",13.61,5.85,"WA"
2021-02-24,"Washington",13.73,6,"WA"
2021-02-25,"Washington",13.97,6.39,"WA"
2021-02-26,"Washington",14.2,6.77,"WA"
2021-02-27,"Washington",14.52,7.21,"WA"
2021-02-28,"Washington",14.9,7.65,"WA"
2021-03-01,"Washington",15.32,8.16,"WA"
2021-03-02,"Washington",15.58,8.44,"WA"
2021-03-03,"Washington",15.9,8.73,"WA"
2021-03-04,"Washington",16.33,9.01,"WA"
2021-03-05,"Washington",16.76,9.34,"WA"
2021-03-06,"Washington",17.35,9.67,"WA"
2021-03-07,"Washington",17.95,10.02,"WA"
2021-03-08,"Washington",18.53,10.35,"WA"
2021-03-09,"Washington",18.87,10.56,"WA"
2021-03-10,"Washington",19.3,10.76,"WA"
2021-03-11,"Washington",19.9,11.22,"WA"
2021-03-12,"Washington",20.43,11.54,"WA"
2021-03-13,"Washington",20.98,11.84,"WA"
2021-03-14,"Washington",21.51,12.17,"WA"
2021-03-15,"Washington",22.14,12.54,"WA"
2021-03-16,"Washington",22.52,12.81,"WA"
2021-03-17,"Washington",22.88,12.99,"WA"
2021-03-18,"Washington",23.33,13.31,"WA"
2021-03-19,"Washington",23.85,13.63,"WA"
2021-03-20,"Washington",24.41,13.97,"WA"
2021-03-21,"Washington",25.15,14.36,"WA"
2021-03-22,"Washington",25.85,14.63,"WA"
2021-03-23,"Washington",26.04,14.78,"WA"
2021-03-24,"Washington",26.38,14.96,"WA"
2021-03-25,"Washington",26.88,15.31,"WA"
2021-03-26,"Washington",27.54,15.75,"WA"
2021-03-27,"Washington",28.14,16.22,"WA"
2021-03-28,"Washington",28.74,16.8,"WA"
2021-03-29,"Washington",29.32,17.31,"WA"
2021-03-30,"Washington",29.55,17.56,"WA"
2021-03-31,"Washington",29.85,17.93,"WA"
2021-04-01,"Washington",30.33,18.43,"WA"
2021-04-02,"Washington",30.97,18.95,"WA"
2021-04-03,"Washington",31.64,19.49,"WA"
2021-04-04,"Washington",32.37,20.09,"WA"
2021-04-05,"Washington",32.96,20.69,"WA"
2021-04-06,"Washington",33.16,20.84,"WA"
2021-04-07,"Washington",33.61,21.19,"WA"
2021-04-08,"Washington",34.23,21.66,"WA"
2021-04-09,"Washington",35.02,22.17,"WA"
2021-04-10,"Washington",35.72,22.81,"WA"
2021-04-11,"Washington",36.46,23.44,"WA"
2021-04-12,"Washington",37.17,24.05,"WA"
2021-01-12,"West Virginia",NA,NA,"WV"
2021-01-13,"West Virginia",NA,NA,"WV"
2021-01-14,"West Virginia",5.53,NA,"WV"
2021-01-15,"West Virginia",6.31,1.18,"WV"
2021-01-16,"West Virginia",NA,NA,"WV"
2021-01-17,"West Virginia",NA,NA,"WV"
2021-01-18,"West Virginia",NA,NA,"WV"
2021-01-19,"West Virginia",7.19,1.32,"WV"
2021-01-20,"West Virginia",7.42,1.43,"WV"
2021-01-21,"West Virginia",7.59,1.76,"WV"
2021-01-22,"West Virginia",8.11,1.97,"WV"
2021-01-23,"West Virginia",8.75,2.12,"WV"
2021-01-24,"West Virginia",9.14,2.18,"WV"
2021-01-25,"West Virginia",9.18,2.2,"WV"
2021-01-26,"West Virginia",9.36,2.39,"WV"
2021-01-27,"West Virginia",9.47,2.52,"WV"
2021-01-28,"West Virginia",9.7,2.84,"WV"
2021-01-29,"West Virginia",10.15,3.24,"WV"
2021-01-30,"West Virginia",10.67,3.64,"WV"
2021-01-31,"West Virginia",10.75,3.75,"WV"
2021-02-01,"West Virginia",10.77,3.76,"WV"
2021-02-02,"West Virginia",10.84,3.9,"WV"
2021-02-03,"West Virginia",10.89,4.04,"WV"
2021-02-04,"West Virginia",11.04,4.37,"WV"
2021-02-05,"West Virginia",11.37,4.89,"WV"
2021-02-06,"West Virginia",11.96,5.59,"WV"
2021-02-07,"West Virginia",12.14,5.8,"WV"
2021-02-08,"West Virginia",12.18,5.84,"WV"
2021-02-09,"West Virginia",12.26,6.01,"WV"
2021-02-10,"West Virginia",12.4,6.16,"WV"
2021-02-11,"West Virginia",12.63,6.39,"WV"
2021-02-12,"West Virginia",12.87,6.74,"WV"
2021-02-13,"West Virginia",13.52,7.47,"WV"
2021-02-14,"West Virginia",13.82,7.75,"WV"
2021-02-15,"West Virginia",NA,NA,"WV"
2021-02-16,"West Virginia",14,7.97,"WV"
2021-02-17,"West Virginia",14.04,8.06,"WV"
2021-02-18,"West Virginia",14.22,8.3,"WV"
2021-02-19,"West Virginia",15.58,9,"WV"
2021-02-20,"West Virginia",16.08,9.47,"WV"
2021-02-21,"West Virginia",16.2,9.66,"WV"
2021-02-22,"West Virginia",15.96,9.49,"WV"
2021-02-23,"West Virginia",16.11,9.62,"WV"
2021-02-24,"West Virginia",16.19,9.74,"WV"
2021-02-25,"West Virginia",16.45,10.1,"WV"
2021-02-26,"West Virginia",16.9,10.57,"WV"
2021-02-27,"West Virginia",17.55,11.22,"WV"
2021-02-28,"West Virginia",17.69,11.44,"WV"
2021-03-01,"West Virginia",17.75,11.5,"WV"
2021-03-02,"West Virginia",17.85,11.56,"WV"
2021-03-03,"West Virginia",17.99,11.69,"WV"
2021-03-04,"West Virginia",18.45,11.9,"WV"
2021-03-05,"West Virginia",19.27,12.27,"WV"
2021-03-06,"West Virginia",19.99,12.64,"WV"
2021-03-07,"West Virginia",20.28,12.78,"WV"
2021-03-08,"West Virginia",20.31,12.84,"WV"
2021-03-09,"West Virginia",20.48,12.91,"WV"
2021-03-10,"West Virginia",20.67,12.99,"WV"
2021-03-11,"West Virginia",21.18,13.32,"WV"
2021-03-12,"West Virginia",22.19,13.77,"WV"
2021-03-13,"West Virginia",23.12,14.41,"WV"
2021-03-14,"West Virginia",23.31,14.51,"WV"
2021-03-15,"West Virginia",23.37,14.57,"WV"
2021-03-16,"West Virginia",23.5,14.65,"WV"
2021-03-17,"West Virginia",23.78,14.7,"WV"
2021-03-18,"West Virginia",24.3,15,"WV"
2021-03-19,"West Virginia",25.15,15.43,"WV"
2021-03-20,"West Virginia",26.06,15.85,"WV"
2021-03-21,"West Virginia",26.4,15.95,"WV"
2021-03-22,"West Virginia",26.45,15.99,"WV"
2021-03-23,"West Virginia",26.62,16.12,"WV"
2021-03-24,"West Virginia",26.92,16.31,"WV"
2021-03-25,"West Virginia",27.33,16.78,"WV"
2021-03-26,"West Virginia",27.99,17.58,"WV"
2021-03-27,"West Virginia",28.81,18.3,"WV"
2021-03-28,"West Virginia",29.26,18.45,"WV"
2021-03-29,"West Virginia",29.3,18.48,"WV"
2021-03-30,"West Virginia",29.62,18.64,"WV"
2021-03-31,"West Virginia",29.96,18.79,"WV"
2021-04-01,"West Virginia",30.57,19.38,"WV"
2021-04-02,"West Virginia",31.09,20.49,"WV"
2021-04-03,"West Virginia",31.62,21,"WV"
2021-04-04,"West Virginia",31.76,21.16,"WV"
2021-04-05,"West Virginia",31.79,21.19,"WV"
2021-04-06,"West Virginia",31.94,21.32,"WV"
2021-04-07,"West Virginia",32.13,21.56,"WV"
2021-04-08,"West Virginia",32.54,22.09,"WV"
2021-04-09,"West Virginia",32.97,22.93,"WV"
2021-04-10,"West Virginia",33.38,23.79,"WV"
2021-04-11,"West Virginia",33.53,24.14,"WV"
2021-04-12,"West Virginia",33.57,24.19,"WV"
2021-01-12,"Wisconsin",2.16,0.19,"WI"
2021-01-13,"Wisconsin",2.16,0.19,"WI"
2021-01-14,"Wisconsin",2.33,NA,"WI"
2021-01-15,"Wisconsin",2.6,0.29,"WI"
2021-01-16,"Wisconsin",NA,NA,"WI"
2021-01-17,"Wisconsin",NA,NA,"WI"
2021-01-18,"Wisconsin",NA,NA,"WI"
2021-01-19,"Wisconsin",3.23,0.41,"WI"
2021-01-20,"Wisconsin",3.32,0.47,"WI"
2021-01-21,"Wisconsin",3.52,0.55,"WI"
2021-01-22,"Wisconsin",3.8,0.65,"WI"
2021-01-23,"Wisconsin",4.15,0.73,"WI"
2021-01-24,"Wisconsin",4.48,0.78,"WI"
2021-01-25,"Wisconsin",4.58,0.81,"WI"
2021-01-26,"Wisconsin",4.6,0.82,"WI"
2021-01-27,"Wisconsin",4.83,0.9,"WI"
2021-01-28,"Wisconsin",5.19,0.99,"WI"
2021-01-29,"Wisconsin",5.83,1.12,"WI"
2021-01-30,"Wisconsin",6.46,1.24,"WI"
2021-01-31,"Wisconsin",7.04,1.36,"WI"
2021-02-01,"Wisconsin",7.38,1.39,"WI"
2021-02-02,"Wisconsin",7.51,1.4,"WI"
2021-02-03,"Wisconsin",7.86,1.46,"WI"
2021-02-04,"Wisconsin",7.87,1.46,"WI"
2021-02-05,"Wisconsin",8.45,1.66,"WI"
2021-02-06,"Wisconsin",8.95,1.89,"WI"
2021-02-07,"Wisconsin",9.99,2.63,"WI"
2021-02-08,"Wisconsin",10.23,2.73,"WI"
2021-02-09,"Wisconsin",10.31,2.76,"WI"
2021-02-10,"Wisconsin",10.64,2.89,"WI"
2021-02-11,"Wisconsin",10.99,3.03,"WI"
2021-02-12,"Wisconsin",11.41,3.26,"WI"
2021-02-13,"Wisconsin",11.84,3.71,"WI"
2021-02-14,"Wisconsin",12.19,4.03,"WI"
2021-02-15,"Wisconsin",NA,NA,"WI"
2021-02-16,"Wisconsin",12.66,4.18,"WI"
2021-02-17,"Wisconsin",12.85,4.34,"WI"
2021-02-18,"Wisconsin",13.09,4.57,"WI"
2021-02-19,"Wisconsin",14.06,5.26,"WI"
2021-02-20,"Wisconsin",14.45,5.75,"WI"
2021-02-21,"Wisconsin",14.74,6.17,"WI"
2021-02-22,"Wisconsin",14.93,6.42,"WI"
2021-02-23,"Wisconsin",14.98,6.5,"WI"
2021-02-24,"Wisconsin",15.12,6.75,"WI"
2021-02-25,"Wisconsin",15.31,7.09,"WI"
2021-02-26,"Wisconsin",15.62,7.55,"WI"
2021-02-27,"Wisconsin",16.1,8.12,"WI"
2021-02-28,"Wisconsin",16.46,8.59,"WI"
2021-03-01,"Wisconsin",16.68,8.89,"WI"
2021-03-02,"Wisconsin",16.9,9.02,"WI"
2021-03-03,"Wisconsin",17.2,9.26,"WI"
2021-03-04,"Wisconsin",17.6,9.6,"WI"
2021-03-05,"Wisconsin",18.2,10.02,"WI"
2021-03-06,"Wisconsin",18.87,10.44,"WI"
2021-03-07,"Wisconsin",19.38,10.77,"WI"
2021-03-08,"Wisconsin",19.76,10.99,"WI"
2021-03-09,"Wisconsin",19.84,11.03,"WI"
2021-03-10,"Wisconsin",20.13,11.21,"WI"
2021-03-11,"Wisconsin",20.61,11.48,"WI"
2021-03-12,"Wisconsin",21.3,11.88,"WI"
2021-03-13,"Wisconsin",22.74,12.66,"WI"
2021-03-14,"Wisconsin",22.75,12.67,"WI"
2021-03-15,"Wisconsin",23.13,12.94,"WI"
2021-03-16,"Wisconsin",23.3,13.2,"WI"
2021-03-17,"Wisconsin",23.59,13.43,"WI"
2021-03-18,"Wisconsin",24.13,13.79,"WI"
2021-03-19,"Wisconsin",24.76,14.27,"WI"
2021-03-20,"Wisconsin",25.56,14.83,"WI"
2021-03-21,"Wisconsin",26.5,15.34,"WI"
2021-03-22,"Wisconsin",26.97,15.6,"WI"
2021-03-23,"Wisconsin",27.21,15.69,"WI"
2021-03-24,"Wisconsin",27.58,15.96,"WI"
2021-03-25,"Wisconsin",28.3,16.3,"WI"
2021-03-26,"Wisconsin",29.23,16.73,"WI"
2021-03-27,"Wisconsin",30.1,17.31,"WI"
2021-03-28,"Wisconsin",30.82,17.85,"WI"
2021-03-29,"Wisconsin",31.25,18.18,"WI"
2021-03-30,"Wisconsin",31.42,18.3,"WI"
2021-03-31,"Wisconsin",31.78,18.54,"WI"
2021-04-01,"Wisconsin",32.47,18.99,"WI"
2021-04-02,"Wisconsin",33.3,19.65,"WI"
2021-04-03,"Wisconsin",34.18,20.45,"WI"
2021-04-04,"Wisconsin",34.89,20.97,"WI"
2021-04-05,"Wisconsin",35.29,21.33,"WI"
2021-04-06,"Wisconsin",35.33,21.37,"WI"
2021-04-07,"Wisconsin",35.72,21.65,"WI"
2021-04-08,"Wisconsin",36.48,22.37,"WI"
2021-04-09,"Wisconsin",37.4,23.25,"WI"
2021-04-10,"Wisconsin",38.32,24.22,"WI"
2021-04-11,"Wisconsin",39.09,25.22,"WI"
2021-04-12,"Wisconsin",39.7,25.76,"WI"
2021-01-12,"Wyoming",2.35,0.37,"WY"
2021-01-13,"Wyoming",2.49,0.44,"WY"
2021-01-14,"Wyoming",2.99,NA,"WY"
2021-01-15,"Wyoming",3.44,0.48,"WY"
2021-01-16,"Wyoming",NA,NA,"WY"
2021-01-17,"Wyoming",NA,NA,"WY"
2021-01-18,"Wyoming",NA,NA,"WY"
2021-01-19,"Wyoming",4.28,0.56,"WY"
2021-01-20,"Wyoming",4.46,0.59,"WY"
2021-01-21,"Wyoming",4.46,0.59,"WY"
2021-01-22,"Wyoming",5.18,0.78,"WY"
2021-01-23,"Wyoming",5.66,0.82,"WY"
2021-01-24,"Wyoming",6.2,0.85,"WY"
2021-01-25,"Wyoming",6.26,0.85,"WY"
2021-01-26,"Wyoming",6.29,0.85,"WY"
2021-01-27,"Wyoming",6.56,0.94,"WY"
2021-01-28,"Wyoming",6.56,0.94,"WY"
2021-01-29,"Wyoming",7.16,1.33,"WY"
2021-01-30,"Wyoming",7.16,1.33,"WY"
2021-01-31,"Wyoming",8.23,1.61,"WY"
2021-02-01,"Wyoming",8.32,1.67,"WY"
2021-02-02,"Wyoming",8.34,1.7,"WY"
2021-02-03,"Wyoming",8.53,1.81,"WY"
2021-02-04,"Wyoming",8.53,1.81,"WY"
2021-02-05,"Wyoming",9.27,2.22,"WY"
2021-02-06,"Wyoming",9.69,2.56,"WY"
2021-02-07,"Wyoming",9.69,2.56,"WY"
2021-02-08,"Wyoming",10.16,2.89,"WY"
2021-02-09,"Wyoming",10.16,2.89,"WY"
2021-02-10,"Wyoming",10.57,3.14,"WY"
2021-02-11,"Wyoming",10.57,3.14,"WY"
2021-02-12,"Wyoming",11.38,3.98,"WY"
2021-02-13,"Wyoming",11.38,3.98,"WY"
2021-02-14,"Wyoming",12.38,4.69,"WY"
2021-02-15,"Wyoming",NA,NA,"WY"
2021-02-16,"Wyoming",12.5,4.76,"WY"
2021-02-17,"Wyoming",12.5,4.76,"WY"
2021-02-18,"Wyoming",12.96,5.2,"WY"
2021-02-19,"Wyoming",15.08,6.33,"WY"
2021-02-20,"Wyoming",15.44,6.79,"WY"
2021-02-21,"Wyoming",15.48,6.82,"WY"
2021-02-22,"Wyoming",15.7,7.38,"WY"
2021-02-23,"Wyoming",15.73,7.43,"WY"
2021-02-24,"Wyoming",15.75,7.46,"WY"
2021-02-25,"Wyoming",16.11,7.99,"WY"
2021-02-26,"Wyoming",16.42,8.37,"WY"
2021-02-27,"Wyoming",16.83,8.98,"WY"
2021-02-28,"Wyoming",17.25,9.39,"WY"
2021-03-01,"Wyoming",17.26,9.42,"WY"
2021-03-02,"Wyoming",17.26,9.43,"WY"
2021-03-03,"Wyoming",17.87,9.86,"WY"
2021-03-04,"Wyoming",17.88,9.89,"WY"
2021-03-05,"Wyoming",18.13,10.23,"WY"
2021-03-06,"Wyoming",19.11,11.09,"WY"
2021-03-07,"Wyoming",19.17,11.14,"WY"
2021-03-08,"Wyoming",19.84,11.79,"WY"
2021-03-09,"Wyoming",19.88,11.8,"WY"
2021-03-10,"Wyoming",20.18,12.25,"WY"
2021-03-11,"Wyoming",20.21,12.3,"WY"
2021-03-12,"Wyoming",21.04,12.97,"WY"
2021-03-13,"Wyoming",21.75,13.48,"WY"
2021-03-14,"Wyoming",22.32,13.92,"WY"
2021-03-15,"Wyoming",22.34,14.02,"WY"
2021-03-16,"Wyoming",22.47,14.14,"WY"
2021-03-17,"Wyoming",22.48,14.14,"WY"
2021-03-18,"Wyoming",22.49,14.16,"WY"
2021-03-19,"Wyoming",23.2,14.68,"WY"
2021-03-20,"Wyoming",23.23,14.74,"WY"
2021-03-21,"Wyoming",23.27,14.77,"WY"
2021-03-22,"Wyoming",23.29,14.78,"WY"
2021-03-23,"Wyoming",24.54,15.95,"WY"
2021-03-24,"Wyoming",24.56,15.97,"WY"
2021-03-25,"Wyoming",25.34,16.54,"WY"
2021-03-26,"Wyoming",25.38,16.56,"WY"
2021-03-27,"Wyoming",25.42,16.61,"WY"
2021-03-28,"Wyoming",25.47,16.66,"WY"
2021-03-29,"Wyoming",27.06,18.1,"WY"
2021-03-30,"Wyoming",27.06,18.11,"WY"
2021-03-31,"Wyoming",27.11,18.15,"WY"
2021-04-01,"Wyoming",27.83,18.83,"WY"
2021-04-02,"Wyoming",27.87,18.87,"WY"
2021-04-03,"Wyoming",27.92,18.91,"WY"
2021-04-04,"Wyoming",29.05,20.52,"WY"
2021-04-05,"Wyoming",29.06,20.57,"WY"
2021-04-06,"Wyoming",29.16,20.69,"WY"
2021-04-07,"Wyoming",29.2,20.72,"WY"
2021-04-08,"Wyoming",29.24,20.75,"WY"
2021-04-09,"Wyoming",29.27,20.78,"WY"
2021-04-10,"Wyoming",29.32,20.83,"WY"
2021-04-11,"Wyoming",31.14,22.8,"WY"
2021-04-12,"Wyoming",31.15,22.81,"WY"
